name,location,car_age,kilometers_driven,fuel_type,transmission,owner_number,mileage_kmpl,engine_cc,power_bhp,seats,price_lakh,price_euro
Toyota Innova Crysta 2.4 VX MT,Coimbatore,6,33598,Diesel,Manual,1,13.68,2393,147.8,7,23.94,24471.02
BMW X1 sDrive20d,Jaipur,13,63000,Diesel,Automatic,1,17.05,1995,184.0,5,13.5,13799.45
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,10,48000,Diesel,Automatic,1,16.96,1968,138.03,5,13.5,13799.45
Ford Figo Diesel ZXI,Delhi,11,66000,Diesel,Manual,1,20.0,1399,68.05,5,3.47,3546.97
Mahindra Ssangyong Rexton RX7,Ahmedabad,12,80000,Diesel,Automatic,2,11.18,2696,184.0,7,9.5,9710.72
Volkswagen Vento Petrol Highline,Chennai,14,37000,Petrol,Manual,1,15.04,1598,103.6,5,4.8,4906.47
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,9,35058,Petrol,Manual,1,15.0,1598,103.52,5,6.54,6685.07
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,13,52000,Petrol,Manual,1,16.47,1198,73.9,5,3.1,3168.76
Maruti S Cross DDiS 200 Delta,Hyderabad,10,61313,Diesel,Manual,1,23.65,1248,88.5,5,7.99,8167.23
Toyota Corolla Altis G,Kolkata,16,45000,Petrol,Manual,2,14.53,1798,138.1,5,3.3,3373.2
Maruti Ertiga ZDI,Bangalore,10,74000,Diesel,Manual,1,20.77,1248,88.8,7,8.75,8944.09
Hyundai i10 Asta Sunroof AT,Hyderabad,12,89000,Petrol,Automatic,1,19.2,1197,80.0,5,4.19,4282.94
Mercedes-Benz CLA 200 CDI Sport,Kochi,6,13414,Diesel,Automatic,1,17.9,2143,136.0,5,43.07,44025.35
Honda City ZX VTEC,Jaipur,19,95000,Petrol,Manual,2,16.9,1497,100.0,5,2.11,2156.8
Mahindra KUV 100 G80 K8,Jaipur,7,15900,Petrol,Manual,1,18.15,1198,82.0,6,7.88,8054.79
Toyota Fortuner 3.0 Diesel,Delhi,14,151000,Diesel,Manual,1,11.5,2982,171.0,7,11.4,11652.87
Honda City 1.5 V MT,Bangalore,14,65000,Petrol,Manual,1,17.0,1497,118.0,5,5.2,5315.34
Audi A6 35 TDI Matrix,Coimbatore,8,36824,Diesel,Automatic,1,18.53,1968,187.74,5,69.37,70908.72
Ford Figo Diesel ZXI,Coimbatore,12,65287,Diesel,Manual,1,20.0,1399,68.05,5,4.45,4548.71
Mercedes-Benz GLA Class 200 CDI,Kolkata,11,52000,Diesel,Automatic,1,17.9,2143,136.0,5,19.5,19932.54
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,18,33000,Petrol,Manual,1,15.26,1150,74.9,5,1.75,1788.82
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,9,71000,Diesel,Manual,1,25.83,1498,99.0,5,5.1,5213.12
Hyundai Elantra CRDi SX AT,Delhi,12,71000,Diesel,Automatic,1,22.7,1582,126.2,5,6.8,6950.83
Maruti Baleno Zeta CVT,Kolkata,9,20000,Petrol,Automatic,1,21.4,1197,83.1,5,9.04,9240.52
Maruti Swift LXi BSIV,Hyderabad,15,71000,Petrol,Manual,1,16.1,1197,85.0,5,3.3,3373.2
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,15,29000,Diesel,Automatic,1,9.9,3498,271.72,4,32.0,32709.8
BMW 3 Series Luxury Line,Ahmedabad,9,27000,Diesel,Automatic,1,21.76,1995,190.0,5,55.07,56291.53
Maruti Dzire AMT ZDI Plus,Chennai,8,19000,Diesel,Automatic,1,28.4,1248,73.75,5,10.97,11213.33
Hyundai Verna 1.6 SX VTVT,Mumbai,14,58000,Petrol,Manual,2,17.01,1591,121.3,5,4.0,4088.73
Jeep Compass 2.0 Longitude,Kochi,7,42203,Diesel,Manual,1,17.1,1956,170.0,5,21.72,22201.78
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,16,94000,Diesel,Automatic,1,11.4,1991,142.0,5,5.25,5366.45
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,12,52000,CNG,Manual,2,8.88,1196,73.0,5,2.6,2657.67
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,7,4900,Diesel,Manual,1,21.5,1497,108.5,5,11.47,11724.42
Hyundai EON Era Plus,Jaipur,12,70000,Petrol,Manual,1,21.1,814,55.2,5,1.8,1839.93
BMW 5 Series 2013-2017 530d M Sport,Kochi,10,65266,Diesel,Automatic,1,14.69,2993,258.0,5,31.75,32454.26
Maruti Ertiga VDI,Delhi,11,54569,Diesel,Manual,1,20.77,1248,88.76,7,5.99,6122.87
Honda Amaze E i-Vtech,Kochi,10,51361,Petrol,Manual,1,18.0,1198,86.7,5,4.94,5049.58
Ford Fiesta 1.4 Duratec ZXI,Jaipur,18,125000,Petrol,Manual,3,16.6,1388,68.0,5,1.5,1533.27
Honda Civic 2006-2010 1.8 V MT,Bangalore,17,66000,Petrol,Manual,3,13.5,1799,130.0,5,3.25,3322.09
Maruti Wagon R LX DUO BSIII,Hyderabad,18,65047,LPG,Manual,1,9.52,1061,57.5,5,1.95,1993.25
Maruti Ertiga ZDI,Delhi,11,22281,Diesel,Manual,1,20.77,1248,88.8,7,6.5,6644.18
Hyundai Grand i10 CRDi Sportz,Delhi,12,63210,Diesel,Manual,1,24.0,1120,70.0,5,3.71,3792.29
Hyundai Xcent 1.2 VTVT E Plus,Pune,7,31000,Petrol,Manual,1,20.14,1197,81.86,5,5.0,5110.91
Hyundai i10 Era,Ahmedabad,17,60000,Petrol,Manual,1,19.81,1086,68.05,5,1.99,2034.14
Honda Amaze S i-Vtech,Mumbai,8,32006,Petrol,Manual,1,18.0,1198,86.7,5,4.25,4344.27
Audi A6 2.7 TDI,Ahmedabad,16,78000,Diesel,Automatic,1,12.4,2698,179.5,5,8.0,8177.45
Hyundai i10 Magna 1.2 iTech SE,Mumbai,14,9489,Petrol,Manual,1,20.36,1197,78.9,5,2.95,3015.43
Renault KWID RXT Optional,Pune,7,5000,Petrol,Manual,1,25.17,799,53.3,5,4.9,5008.69
Audi A4 New 2.0 TDI Multitronic,Jaipur,13,60000,Diesel,Automatic,2,15.2,1968,140.8,5,16.0,16354.9
Maruti Alto 800 LXI Airbag,Jaipur,10,50000,Petrol,Manual,1,22.74,796,47.3,5,2.75,2811.0
Honda City i VTEC VX Option,Delhi,10,53000,Petrol,Manual,1,17.8,1497,117.3,5,6.95,7104.16
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,14,64000,Petrol,Automatic,2,11.74,1796,186.0,5,12.5,12777.27
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,8,43827,Diesel,Automatic,1,13.22,2967,241.4,5,36.83,37646.94
Volkswagen Polo 1.2 MPI Comfortline,Pune,14,36431,Petrol,Manual,1,16.2,1199,74.0,5,2.7,2759.89
Hyundai Creta 1.4 E Plus Diesel,Mumbai,8,35000,Diesel,Manual,1,21.38,1396,88.7,5,9.9,10119.6
Honda City 1.5 V MT,Kochi,14,94832,Petrol,Manual,1,17.0,1497,118.0,5,3.83,3914.95
Honda City 1.5 S MT,Coimbatore,13,88381,Petrol,Manual,1,17.0,1497,118.0,5,5.25,5366.45
Maruti S Cross DDiS 320 Alpha,Kolkata,9,45194,Diesel,Manual,1,22.7,1598,118.0,5,7.75,7921.91
Maruti SX4 Vxi BSIV,Mumbai,15,66000,Petrol,Manual,2,16.51,1586,103.2,5,2.46,2514.57
Maruti Swift Dzire VDI,Kolkata,11,38578,Diesel,Manual,1,23.4,1248,74.0,5,3.96,4047.84
Maruti Ertiga ZDI,Chennai,10,40000,Diesel,Manual,1,20.77,1248,88.8,7,8.25,8433.0
Hyundai i20 1.2 Spotz,Coimbatore,7,20632,Petrol,Manual,1,18.6,1197,81.83,5,7.58,7748.13
Hyundai Grand i10 CRDi Magna,Hyderabad,11,73042,Diesel,Manual,1,24.0,1120,70.0,5,3.99,4078.5
Honda City i VTEC SV,Delhi,11,54257,Petrol,Manual,1,17.4,1497,117.3,5,6.25,6388.63
Skoda Rapid 1.6 TDI Elegance,Hyderabad,12,93000,Diesel,Manual,1,20.5,1598,103.5,5,5.0,5110.91
Mercedes-Benz E-Class E270 CDI,Hyderabad,20,102000,Diesel,Automatic,2,11.0,2987,198.5,5,4.65,4753.14
Hyundai Santa Fe 4WD AT,Coimbatore,9,28881,Diesel,Automatic,1,13.01,2199,194.3,7,21.37,21844.02
Maruti Alto LXi,Hyderabad,18,52195,Petrol,Manual,1,19.7,796,46.3,5,1.75,1788.82
ISUZU D-MAX V-Cross 4X4,Coimbatore,7,20422,Diesel,Manual,1,12.4,2499,134.0,5,16.09,16446.9
Hyundai Verna 1.4 CRDi GL,Kolkata,13,38000,Diesel,Manual,1,24.8,1396,88.7,5,4.1,4190.94
Ford Figo Diesel ZXI,Coimbatore,10,92885,Diesel,Manual,1,20.0,1399,68.0,5,3.56,3638.97
Honda City 1.5 S MT,Pune,15,43000,Petrol,Manual,2,17.0,1497,118.0,5,4.21,4303.38
Hyundai Verna 1.6 CRDi S,Delhi,10,57000,Diesel,Manual,1,23.9,1582,126.2,5,6.6,6746.4
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,7,32434,Petrol,Automatic,1,13.0,1591,121.3,5,14.35,14668.3
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,8,32000,Diesel,Manual,1,22.7,1498,89.84,5,9.5,9710.72
BMW X6 xDrive30d,Delhi,14,59000,Diesel,Automatic,1,11.2,2993,241.0,4,21.9,22385.77
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,9,76467,Diesel,Automatic,1,18.12,1995,190.0,5,30.45,31125.42
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,9,100000,Diesel,Manual,1,25.83,1498,99.0,5,5.1,5213.12
Hyundai Verna VTVT 1.6 AT EX,Pune,12,37086,Petrol,Automatic,1,17.0,1591,121.3,5,5.44,5560.67
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,15,135000,Diesel,Manual,1,13.8,1399,68.0,5,1.6,1635.49
Audi A6 2011-2015 2.0 TDI,Kochi,11,54862,Diesel,Automatic,1,17.68,1968,174.33,5,16.67,17039.76
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,13,56200,Petrol,Automatic,1,15.0,1396,98.6,5,3.85,3935.4
Toyota Fortuner 2.8 4WD MT,Kochi,14,169006,Diesel,Manual,1,14.24,2755,174.5,7,36.69,37503.83
Renault KWID RXT,Bangalore,9,20229,Petrol,Manual,1,25.17,799,53.3,5,3.5,3577.63
Chevrolet Spark 1.0 LT,Chennai,17,62000,Petrol,Manual,3,18.0,995,62.0,5,1.1,1124.4
Hyundai Verna Transform VTVT,Hyderabad,14,51500,Petrol,Manual,2,16.2,1599,103.2,5,2.6,2657.67
BMW 3 Series 320d Sport Line,Hyderabad,13,69000,Diesel,Automatic,1,18.88,1995,184.0,5,18.5,18910.35
Maruti Swift Dzire VDI,Hyderabad,10,62476,Diesel,Manual,1,26.59,1248,74.0,5,7.95,8126.34
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,8,60500,Diesel,Manual,1,25.4,1186,73.97,5,5.49,5611.78
Honda Jazz V CVT,Mumbai,8,17978,Petrol,Automatic,1,19.0,1199,88.7,5,10.1,10324.03
Tata Indigo LS,Jaipur,17,300000,Diesel,Manual,1,17.0,1405,70.0,5,1.0,1022.18
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,12,123000,Diesel,Manual,2,17.8,1399,67.0,5,4.45,4548.71
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,9,45296,Diesel,Manual,1,25.1,1248,88.5,5,12.53,12807.93
Maruti SX4 Zxi with Leather BSIII,Coimbatore,17,77325,Petrol,Manual,1,15.6,1586,104.68,5,3.51,3587.86
Maruti Baleno Zeta Automatic,Kochi,7,25858,Petrol,Automatic,1,21.4,1197,83.1,5,7.54,7707.25
Maruti Ritz LDi,Bangalore,9,120000,Diesel,Manual,1,23.2,1248,73.94,5,3.65,3730.96
Hyundai Elantra CRDi SX AT,Ahmedabad,9,22000,Diesel,Automatic,1,19.5,1582,126.24,5,16.0,16354.9
Chevrolet Spark 1.0 LT,Kolkata,13,11000,Petrol,Manual,1,16.2,995,62.1,5,1.4,1431.05
Hyundai i20 1.2 Spotz,Mumbai,8,3900,Petrol,Manual,1,18.6,1197,81.83,5,6.45,6593.07
Hyundai Xcent 1.1 CRDi Base,Hyderabad,9,106092,Diesel,Manual,1,24.4,1120,71.0,5,4.4,4497.6
Honda Jazz 1.2 V CVT i VTEC,Delhi,10,27000,Petrol,Automatic,1,19.0,1199,88.7,5,5.95,6081.98
Honda Brio S MT,Ahmedabad,12,11000,Petrol,Manual,1,19.4,1198,86.8,5,3.9,3986.51
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,9,39753,Diesel,Automatic,1,13.0,2143,201.1,5,35.28,36062.56
Tata Hexa XT,Pune,8,39800,Diesel,Manual,1,17.6,2179,153.86,7,20.87,21332.92
Hyundai Xcent 1.1 CRDi Base,Pune,8,73000,Diesel,Manual,1,24.4,1120,71.0,5,4.5,4599.82
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,10,55000,Diesel,Manual,1,22.7,1498,89.84,5,7.5,7666.36
Tata Nano XTA,Coimbatore,8,18351,Petrol,Automatic,1,21.9,624,37.48,4,3.41,3485.64
Honda Brio VX,Pune,12,45000,Petrol,Manual,2,19.4,1198,86.8,5,3.25,3322.09
Maruti Ertiga SHVS ZDI Plus,Hyderabad,9,112200,Diesel,Manual,1,24.52,1248,88.5,7,8.3,8484.11
Hyundai i10 Sportz 1.2,Bangalore,15,29000,Petrol,Manual,1,20.36,1197,78.9,5,3.45,3526.53
Mahindra XUV500 W10 2WD,Mumbai,10,53392,Diesel,Manual,1,16.0,2179,140.0,7,11.95,12215.07
Volkswagen Vento Diesel Highline,Hyderabad,15,71000,Diesel,Manual,1,20.54,1598,103.6,5,4.25,4344.27
Tata Safari Storme 2012-2015 VX,Hyderabad,11,93000,Diesel,Manual,1,14.0,2179,138.1,7,8.25,8433.0
Honda Accord 2.4 Elegance M/T,Hyderabad,15,119000,Petrol,Manual,1,10.2,2354,180.0,5,5.95,6081.98
Maruti Eeco 7 Seater Standard,Coimbatore,9,42225,Petrol,Manual,1,15.1,1196,73.0,7,4.98,5090.46
Maruti Swift VDI,Ahmedabad,13,65000,Diesel,Manual,1,22.9,1248,74.0,5,3.9,3986.51
Maruti Baleno Zeta Automatic,Pune,9,27809,Petrol,Automatic,1,21.4,1197,83.1,5,6.41,6552.18
Mahindra XUV500 W8 2WD,Coimbatore,10,65100,Diesel,Manual,1,15.1,2179,140.0,7,8.36,8545.44
Hyundai Xcent 1.2 Kappa S,Chennai,11,51000,Petrol,Manual,1,19.1,1197,82.0,5,3.85,3935.4
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,8,10000,Diesel,Automatic,1,19.27,2143,167.62,5,36.0,36798.53
Skoda Superb 1.8 TSI MT,Kolkata,14,54895,Petrol,Manual,1,13.14,1798,160.0,5,7.5,7666.36
Volkswagen CrossPolo 1.5 TDI,Hyderabad,10,80768,Diesel,Manual,1,20.14,1498,88.73,5,5.7,5826.43
Maruti Ignis 1.2 Delta,Kochi,6,12076,Petrol,Manual,1,20.89,1197,81.8,5,5.9,6030.87
Maruti Swift VDI BSIV,Chennai,9,49000,Diesel,Manual,1,25.2,1248,74.0,5,5.9,6030.87
Honda City i VTEC VX Option,Mumbai,10,42366,Petrol,Manual,1,17.8,1497,117.3,5,7.75,7921.91
BMW 5 Series 530d Highline Sedan,Ahmedabad,15,68000,Diesel,Automatic,1,11.5,2993,235.0,5,18.0,18399.26
Skoda Laura Ambiente,Hyderabad,17,122397,Diesel,Manual,1,17.5,1896,106.0,5,4.4,4497.6
Volkswagen Polo GT TSI,Coimbatore,8,50534,Petrol,Automatic,1,17.21,1197,103.5,5,11.66,11918.63
Renault Duster 85PS Diesel RxL,Ahmedabad,11,55300,Diesel,Manual,1,19.87,1461,83.8,5,4.75,4855.36
Honda City 1.5 S AT,Hyderabad,17,73095,Petrol,Automatic,1,16.8,1497,118.0,5,3.8,3884.29
Volkswagen Vento Diesel Highline,Ahmedabad,14,51100,Diesel,Manual,1,20.54,1598,103.6,5,3.4,3475.42
Hyundai Grand i10 Sportz,Pune,9,13436,Petrol,Manual,2,18.9,1197,82.0,5,4.7,4804.25
Ford Fiesta 1.4 ZXi Duratec,Pune,17,76000,Petrol,Manual,2,16.6,1388,68.0,5,1.49,1523.05
Hyundai Xcent 1.1 CRDi S,Mumbai,9,63141,Diesel,Manual,2,24.4,1120,71.0,5,4.5,4599.82
Honda Amaze VX i-DTEC,Hyderabad,11,74885,Diesel,Manual,1,25.8,1498,98.6,5,5.4,5519.78
Honda City i VTEC CVT VX,Hyderabad,9,14000,Petrol,Automatic,1,18.0,1497,117.3,5,11.5,11755.09
Renault Fluence 1.5,Pune,13,56000,Diesel,Manual,2,20.4,1461,108.5,5,3.5,3577.63
BMW 5 Series 520d Luxury Line,Ahmedabad,15,46000,Diesel,Automatic,1,22.48,1995,190.0,5,63.71,65123.17
Maruti SX4 ZXI MT BSIV,Mumbai,13,51800,Petrol,Manual,1,15.5,1586,103.3,5,3.9,3986.51
Honda City ZX CVT,Hyderabad,18,81000,Petrol,Automatic,1,16.4,1497,78.0,5,3.25,3322.09
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,7,17370,Petrol,Manual,1,17.0,1198,73.75,5,5.84,5969.54
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,9,18456,Petrol,Manual,1,17.0,1198,73.75,5,5.75,5877.54
Audi A4 2.0 TDI Multitronic,Delhi,15,59000,Diesel,Automatic,1,16.55,1968,140.0,5,10.0,10221.81
Maruti Wagon R VXI,Mumbai,19,141537,Petrol,Manual,2,18.9,998,67.1,5,1.05,1073.29
Hyundai Verna SX CRDi AT,Delhi,12,51000,Diesel,Automatic,1,19.08,1582,126.32,5,5.64,5765.1
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,6,29311,Diesel,Automatic,1,17.9,2143,170.0,5,64.57,66002.25
BMW 3 Series Luxury Line,Mumbai,9,31000,Diesel,Automatic,1,21.76,1995,190.0,5,60.88,62230.4
Honda Mobilio V Option i DTEC,Mumbai,11,80000,Diesel,Manual,2,24.2,1498,98.6,7,4.85,4957.58
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,9,33000,Diesel,Automatic,1,17.01,1582,126.2,5,14.5,14821.63
Honda City 1.5 S MT,Hyderabad,14,71556,Petrol,Manual,1,17.0,1497,118.0,5,5.5,5622.0
Ford Fiesta 1.4 TDCi EXI,Bangalore,14,85000,Diesel,Manual,1,17.8,1399,68.0,5,3.2,3270.98
Maruti Swift Dzire LDI,Chennai,9,91000,Diesel,Manual,1,26.59,1248,74.0,5,4.5,4599.82
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,10,73187,Diesel,Automatic,1,13.0,2143,204.0,5,30.72,31401.41
Chevrolet Captiva LT,Jaipur,16,232000,Diesel,Manual,1,11.5,1991,147.9,7,3.5,3577.63
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,18,127079,Diesel,Manual,1,12.8,2494,102.0,7,6.99,7145.05
Mahindra Quanto C8,Kochi,11,58816,Diesel,Manual,1,17.21,1493,100.0,7,3.45,3526.53
Honda City i VTEC V,Kochi,10,63818,Petrol,Manual,1,17.4,1497,117.3,5,6.57,6715.73
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,11,40000,Diesel,Automatic,1,17.11,1968,174.33,5,17.5,17888.17
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,12,77445,Diesel,Manual,1,22.07,1199,73.9,5,3.75,3833.18
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,8,14000,Petrol,Automatic,1,14.8,1497,121.36,5,13.23,13523.46
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,13,85122,Diesel,Manual,1,12.99,2494,100.0,7,8.2,8381.89
Honda City 1.5 EXI,Jaipur,20,123000,Petrol,Manual,3,13.0,1493,100.0,5,1.1,1124.4
Maruti SX4 Green Vxi (CNG),Kochi,10,61000,CNG,Manual,1,12.99,1586,85.7,5,3.89,3976.29
Maruti Alto 800 2016-2019 LXI Optional,Chennai,10,63714,Petrol,Manual,1,24.7,796,47.3,5,2.45,2504.34
Mercedes-Benz M-Class ML 320 CDI,Pune,16,53000,Diesel,Automatic,1,8.7,2987,224.34,5,13.75,14054.99
Maruti Swift Dzire LDI,Kolkata,8,60000,Diesel,Manual,1,26.59,1248,74.0,5,3.0,3066.54
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,8,33000,Diesel,Manual,1,24.3,1248,88.5,5,11.06,11305.33
Volvo S60 D5 Summum,Mumbai,12,31000,Diesel,Automatic,1,13.2,2400,215.0,5,17.65,18041.5
Toyota Fortuner 4x2 AT,Delhi,11,79000,Diesel,Automatic,1,12.55,2982,168.5,7,18.25,18654.81
Hyundai i20 Sportz Option Diesel,Kochi,12,67914,Diesel,Manual,1,23.0,1396,90.0,5,3.45,3526.53
Audi A4 35 TDI Premium,Bangalore,10,58970,Diesel,Automatic,1,17.11,1968,174.33,5,23.75,24276.81
Nissan Terrano XV D Pre,Mumbai,12,60000,Diesel,Manual,2,19.64,1461,108.5,5,17.21,17591.74
Maruti Celerio ZXI AMT,Coimbatore,8,35225,Petrol,Automatic,1,23.1,998,67.04,5,6.56,6705.51
Hyundai i10 Sportz AT,Delhi,13,62282,Petrol,Automatic,1,16.95,1197,78.9,5,2.9,2964.33
BMW 3 Series 320d,Hyderabad,15,80000,Diesel,Automatic,1,22.69,1995,190.0,5,47.2,48246.96
Hyundai Grand i10 Sportz,Kochi,7,43698,Petrol,Manual,1,18.9,1197,82.0,5,5.8,5928.65
Hyundai Grand i10 Asta Option AT,Coimbatore,8,28052,Petrol,Automatic,1,18.9,1197,82.0,5,7.22,7380.15
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,9,29091,Petrol,Manual,1,18.9,1197,81.86,5,6.82,6971.28
Volkswagen Polo 1.2 MPI Comfortline,Delhi,12,63000,Petrol,Manual,1,16.47,1198,74.0,5,3.3,3373.2
Honda City ZX EXi,Hyderabad,18,91000,Petrol,Manual,2,17.7,1497,78.0,5,3.0,3066.54
Mercedes-Benz GLA Class 200 CDI,Hyderabad,11,30000,Diesel,Automatic,1,17.9,2143,136.0,5,26.0,26576.71
Maruti Omni 8 Seater BSIV,Hyderabad,8,24571,Petrol,Manual,1,14.0,796,35.0,5,2.9,2964.33
Hyundai Verna 1.6 SX VTVT AT,Bangalore,11,45000,Petrol,Automatic,1,15.74,1591,121.3,5,7.5,7666.36
Maruti Alto 800 LXI,Hyderabad,10,24617,Petrol,Manual,1,22.74,796,47.3,5,2.36,2412.35
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,8,26927,Diesel,Manual,1,24.3,1248,88.5,5,12.56,12838.6
Mahindra XUV500 W8 2WD,Kochi,12,87736,Diesel,Manual,1,15.1,2179,140.0,7,7.02,7175.71
Maruti Vitara Brezza ZDi,Delhi,9,35299,Diesel,Manual,1,24.3,1248,88.5,5,10.14,10364.92
Hyundai i20 1.2 Spotz,Kochi,8,51612,Petrol,Manual,1,18.6,1197,81.83,5,7.11,7267.71
Mercedes-Benz E-Class 250 D W 210,Mumbai,27,55300,Diesel,Automatic,1,10.0,1796,157.7,5,3.9,3986.51
Maruti Alto LXi,Hyderabad,16,65090,Petrol,Manual,1,19.7,796,46.3,5,2.15,2197.69
Honda Amaze S i-Vtech,Kolkata,12,40000,Petrol,Manual,1,18.0,1198,86.7,5,3.25,3322.09
Land Rover Range Rover Sport HSE,Kochi,10,38467,Diesel,Automatic,1,12.65,2993,255.0,5,160.0,163549.01
Hyundai Grand i10 CRDi Magna,Mumbai,12,71904,Diesel,Manual,1,24.0,1120,70.0,5,4.61,4712.26
Honda Civic 2006-2010 1.8 S MT,Mumbai,17,87000,Petrol,Manual,1,13.5,1799,130.0,5,2.35,2402.13
Hyundai Grand i10 CRDi Magna,Chennai,11,33000,Diesel,Manual,2,24.0,1120,70.0,5,4.05,4139.83
Maruti 800 AC Uniq,Jaipur,16,22100,Petrol,Manual,2,16.1,796,37.0,4,0.8,817.75
Toyota Etios Liva Diesel,Hyderabad,11,59589,Diesel,Manual,1,23.59,1364,67.1,5,5.6,5724.22
Hyundai i20 Magna 1.4 CRDi,Delhi,10,44000,Diesel,Manual,1,22.54,1396,88.73,5,5.35,5468.67
Maruti Alto K10 VXI,Mumbai,8,12000,Petrol,Manual,1,24.07,998,67.1,5,4.82,4926.91
BMW X1 sDrive20d,Pune,13,66000,Diesel,Automatic,2,17.05,1995,184.0,5,11.5,11755.09
Maruti Celerio VXI AT,Pune,9,38009,Petrol,Automatic,1,23.1,998,67.04,5,4.25,4344.27
Skoda Superb Elegance 1.8 TSI AT,Mumbai,16,35000,Petrol,Automatic,2,13.7,1798,157.75,5,4.45,4548.71
Mahindra Xylo E4,Pune,16,70000,Diesel,Manual,1,14.0,2498,112.0,7,2.85,2913.22
Mahindra XUV500 W8 2WD,Delhi,11,86000,Diesel,Manual,1,15.1,2179,140.0,7,7.85,8024.12
Maruti Swift Dzire VXI,Pune,9,32000,Petrol,Manual,1,19.1,1197,85.8,5,5.3,5417.56
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,8,15000,Petrol,Manual,1,18.88,999,123.24,5,8.0,8177.45
Toyota Corolla Altis Diesel D4DG,Coimbatore,11,69918,Diesel,Manual,1,21.43,1364,87.2,5,9.43,9639.17
Hyundai i20 2015-2017 1.2 Magna,Pune,13,39000,Petrol,Manual,1,18.5,1197,80.0,5,2.75,2811.0
Renault Captur 1.5 Diesel Platine Mono,Mumbai,7,1011,Diesel,Manual,1,20.37,1461,108.45,5,13.5,13799.45
Mercedes-Benz E-Class 280 CDI,Hyderabad,16,85000,Diesel,Automatic,1,11.0,2987,198.5,5,9.99,10211.59
Maruti Baleno RS 1.0 Petrol,Chennai,8,46663,Petrol,Manual,1,21.1,998,100.0,5,6.95,7104.16
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,10,27000,Petrol,Automatic,1,17.97,1498,99.6,5,6.75,6899.72
Hyundai Grand i10 AT Asta,Chennai,10,15000,Petrol,Automatic,1,18.9,1197,82.0,5,5.5,5622.0
Maruti Ciaz Zeta,Kochi,7,10575,Petrol,Manual,1,21.56,1462,103.25,5,11.11,11356.43
Hyundai Xcent 1.2 Kappa S,Jaipur,11,12500,Petrol,Manual,1,19.1,1197,82.0,5,4.15,4242.05
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,13,52000,Diesel,Manual,1,22.32,1582,126.32,5,6.5,6644.18
Maruti Wagon R VXI 1.2,Kochi,10,49818,Petrol,Manual,1,21.5,1197,81.8,5,5.44,5560.67
Hyundai Verna CRDi,Hyderabad,17,90000,Diesel,Manual,2,16.8,1493,110.0,5,2.25,2299.91
Toyota Etios Liva G,Kochi,10,52207,Petrol,Manual,1,17.71,1197,78.9,5,4.56,4661.15
Mahindra Xylo E4 ABS BS III,Pune,12,167362,Diesel,Manual,1,11.68,2498,112.0,7,4.0,4088.73
Toyota Etios Liva GD,Coimbatore,10,49894,Diesel,Manual,1,23.59,1364,67.06,5,5.27,5386.9
Mahindra Thar DI 4X4,Kochi,6,13024,Diesel,Manual,1,18.06,2523,63.0,7,9.11,9312.07
Nissan X-Trail SLX MT,Pune,15,128000,Diesel,Manual,2,14.42,1995,147.6,5,6.2,6337.52
